,name,coords,elevation,vegetation
644,p3rdt11-p3rdt71x,"(-121.7662549980483, 37.74475400370521)",173.71621704101562,0.0
645,p3rdt6,"(-121.76989827758138, 37.745968866105876)",177.93333435058594,0.0
646,p3rdt11-p3rdt6x,"(-121.76856282326027, 37.745895723513165)",176.92527770996094,0.0
647,p3rdt67,"(-121.76993656614582, 37.739015381292575)",171.1383819580078,0.0
648,p3rdt107,"(-121.77310944356871, 37.75237837473871)",191.0200958251953,0.0
649,p3rdt107_b1_1,"(-121.77176984609824, 37.75238232747055)",190.24928283691406,0.0
650,p3rdt1454,"(-121.79702880482444, 37.71577529357191)",166.8341064453125,0.0
651,p3rdt1446,"(-121.79714955148243, 37.7150578829271)",167.49395751953125,0.0
652,p3rdt1452,"(-121.79650862619576, 37.71578801110799)",166.95652770996094,0.0
653,p3rdt1452-p3rdt167xxx,"(-121.79336828631867, 37.72058257183382)",164.83831787109375,0.0
654,p3rdt1452-p3rdt167xx,"(-121.79478800177677, 37.7196060993087)",167.6176300048828,0.0
655,p3rdt1452-p3rdt167x,"(-121.79646860786607, 37.715755367616886)",167.06619262695312,0.0
656,p3rdt165-p3rdt167x,"(-121.79294748930432, 37.72073124705758)",165.010009765625,0.0
657,p3rdt165-p3rdt167xx,"(-121.79339759818374, 37.72064406627202)",164.83831787109375,0.0
658,p3rdt165-p3rdt170xx,"(-121.79255574989358, 37.72085018922334)",166.13900756835938,0.0
659,p3rdt165-p3rdt170x,"(-121.79300776349909, 37.72066993286524)",165.16871643066406,0.0
660,p3rdt169,"(-121.7883602835727, 37.72229194845289)",173.18617248535156,0.0
661,p3rdt170,"(-121.79259760111262, 37.720876406697535)",166.49127197265625,0.0
662,p3rdt166,"(-121.78815607956895, 37.72228984928518)",172.91940307617188,0.0
663,p3rdt161,"(-121.78761942090009, 37.72348532139276)",174.4312744140625,0.0
664,p3rdt162,"(-121.78863839270117, 37.72571171891085)",183.2003173828125,4.0
665,p3rdt164,"(-121.78923623729705, 37.72654933054676)",187.24595642089844,0.0
666,p3rdt37,"(-121.79041502181015, 37.727810866531726)",196.22720336914062,0.0
667,p3rdt39,"(-121.7907457284364, 37.72792576037558)",198.8717803955078,0.0
668,p3rdt35,"(-121.790910414985, 37.72805028221996)",199.52476501464844,0.0
669,p3rdt36,"(-121.79162906226556, 37.72851730499726)",205.47262573242188,0.0
670,p3rdt38,"(-121.79184140373258, 37.72990074710384)",222.51292419433594,0.0
671,p3rdt36-p3rdt38x,"(-121.79186636869377, 37.729733633641615)",222.01904296875,0.0
672,p3rdt128,"(-121.79325284831506, 37.73614074709507)",230.55307006835938,0.0
673,p3rdt104,"(-121.77770308639606, 37.752351056599124)",190.0584716796875,0.0
674,p3rdt104-p3rdt128x,"(-121.77893110505283, 37.75177177791646)",189.53675842285156,0.0
675,p3rdt104-p3rdt107x,"(-121.77316305456915, 37.75239712684088)",191.11715698242188,0.0
676,p3rdt105-p3rdt107x,"(-121.77381243346268, 37.75284573344743)",193.1820831298828,0.0
677,p3rdt108,"(-121.7740922268299, 37.754274983218075)",197.66067504882812,0.0
678,p3rdt105,"(-121.77380466208083, 37.75289028677413)",193.3830108642578,0.0
679,p3rdt111,"(-121.77446443264976, 37.75510802817293)",199.8732147216797,0.0
680,p3rdt115,"(-121.77676296553572, 37.76166615540254)",219.16038513183594,0.0
681,p3rdt111-p3rdt115x,"(-121.77512857038536, 37.75727516123798)",204.010498046875,0.0
682,p3rdt440,"(-121.77409926796612, 37.765120297018896)",275.5460510253906,0.0
683,p3rdt960,"(-121.7771085397597, 37.77422173401768)",286.2258605957031,0.0
684,p3rdt440-p3rdt960x,"(-121.77660637846641, 37.772999722304625)",288.86761474609375,3.0
685,p3rdt966,"(-121.77762262457814, 37.774959852537194)",284.2013854980469,6.0
686,p3rdt959,"(-121.77797462134035, 37.77816928175552)",312.0616149902344,6.0
687,p3rdt538,"(-121.78410141504273, 37.770685038127425)",274.2259826660156,9.0
688,p3rdt547,"(-121.78507189312437, 37.76913063407407)",255.3682861328125,20.0
689,p3rdt967,"(-121.78366368095293, 37.77306995627512)",254.879638671875,0.0
690,p3rdt967_b1_1,"(-121.78318016579584, 37.77232875228508)",255.18858337402344,5.0
691,p3rdt1073,"(-121.78433433798082, 37.774410762764646)",255.4165802001953,0.0
692,p3rdt1074,"(-121.78448780610819, 37.775439797844165)",258.6721496582031,0.0
693,p3rdt1074-p3rdt959x,"(-121.77801944339424, 37.7781967633774)",312.0616149902344,6.0
694,p3rdt1074-p3rdt959x_b1_1,"(-121.77851089696817, 37.77801253372491)",316.7432556152344,4.0
695,p3rdt964,"(-121.77757613503029, 37.7786849728225)",316.28204345703125,7.0
696,p3rdt988,"(-121.7774421816545, 37.783370197037016)",396.13250732421875,0.0
697,p3rdt988_b1_1,"(-121.77638636742694, 37.78290242035127)",383.51092529296875,3.0
698,p3rdt1001-p3rdt988x,"(-121.77056514008733, 37.786203541522404)",410.1953430175781,0.0
699,p3rdt1001-p3rdt988x_b1_1,"(-121.77117305941486, 37.785705187879856)",406.45263671875,0.0
700,p3rdt1001-p3rdt313x,"(-121.77842836644756, 37.79557743815583)",535.0073852539062,4.0
701,p3rdt1001-p3rdt313x_b1_1,"(-121.77690529605663, 37.79482260826843)",526.7105102539062,2.0
702,p3rdt1084-p3rdt313x,"(-121.7842600911975, 37.80219000060319)",601.5365600585938,7.0
703,p3rdt1084-p3rdt313x_b1_1,"(-121.78349743137058, 37.80146112654073)",598.8770751953125,0.0
704,p3rdt1076,"(-121.78530233630407, 37.802060454385774)",604.5396118164062,22.0
705,p3rdt1084,"(-121.78421001129014, 37.80217536281225)",601.6878051757812,12.0
706,p3rdt1086,"(-121.78610749156041, 37.80283483363165)",608.15478515625,8.0
707,p3rdt1079,"(-121.78668227385499, 37.80311113643918)",611.8441772460938,9.0
708,p3rdt1085,"(-121.78719202207185, 37.8038914777662)",614.9661865234375,10.0
709,p3rdt1080,"(-121.78762878939698, 37.80419568360922)",615.1089477539062,23.0
710,p3rdt1063,"(-121.78912357686804, 37.805869395087875)",615.4298706054688,8.0
711,p3rdt1055,"(-121.78923061273667, 37.80605641506062)",615.106201171875,0.0
712,p3rdt1066,"(-121.78991819077339, 37.80659857652473)",615.4661865234375,7.0
713,p3rdt1060,"(-121.79008231169597, 37.80676815678038)",614.8458862304688,10.0
714,p3rdt1052,"(-121.79200278129902, 37.80841120907687)",629.355712890625,7.0
715,p3rdt1052-p3rhs0_1247x_b1_1,"(-121.83424789600531, 37.83107238668294)",417.3160400390625,45.0
716,p3rdt1057lv,"(-121.7894603430755, 37.80706351338279)",609.8658447265625,8.0
717,p3rlv1868,"(-121.78942913592068, 37.80687577763017)",610.9129638671875,0.0
718,p3rdt1057,"(-121.78951312387012, 37.80706903644028)",609.8658447265625,8.0
719,p3rdt540lv,"(-121.79524441695688, 37.788883040778856)",409.5362854003906,0.0
720,p3rlv998,"(-121.79513474815921, 37.788503287442886)",412.1805114746094,0.0
721,p3rdt347,"(-121.78961522789095, 37.79223488127189)",473.2230529785156,4.0
722,p3rdt347_b1_1,"(-121.78801274557684, 37.7920623564163)",458.5028381347656,0.0
723,p3rdt314,"(-121.78289806057852, 37.79275484610466)",529.9440307617188,0.0
724,p3rdt314_b1_1,"(-121.78311544960039, 37.7935890938239)",523.4273071289062,4.0
725,p3rdt313,"(-121.77837829218889, 37.79556279796622)",537.0548095703125,4.0
726,p3rdt313_b1_1,"(-121.77912745912882, 37.79639249667414)",537.2822875976562,7.0
727,p3rdt176lv,"(-121.7494709536194, 37.74613071096293)",180.5911407470703,0.0
728,p3rlv323,"(-121.74952422311404, 37.74613078586413)",180.5911407470703,0.0
729,p3rdt153,"(-121.75029213396425, 37.749530978482646)",188.6708221435547,0.0
730,p3rdt176,"(-121.74941933538736, 37.74614149859356)",180.5353240966797,0.0
731,p3rdt159lv,"(-121.74772289255112, 37.7571166113915)",222.40806579589844,0.0
732,p3rlv289,"(-121.74773434517171, 37.75715797183132)",222.36190795898438,0.0
733,p3rdt33lv,"(-121.79593468696504, 37.72028990541092)",165.80979919433594,0.0
734,p3rlv57,"(-121.79617605703197, 37.72007092399462)",164.58868408203125,0.0
735,p3rdt167-p3rdt33x,"(-121.79347534886477, 37.72062041996099)",164.96075439453125,0.0
736,p3rdt167-p3rdt33xx,"(-121.79602656672354, 37.72033075378626)",165.42855834960938,0.0
737,p3rdt1446lv,"(-121.79715672172406, 37.71509967333749)",167.28329467773438,0.0
738,p3rlv2641,"(-121.79731325821503, 37.714999296347266)",168.4566650390625,0.0
739,p3rlv2645,"(-121.79700435826686, 37.71515837545388)",167.25128173828125,0.0
740,p3rdt113lv,"(-121.77744066092907, 37.76147596433108)",217.6385040283203,0.0
741,p3rlv200,"(-121.7774907121822, 37.76149060460041)",218.4210662841797,0.0
742,p3rdt113,"(-121.77739879272842, 37.76144974134718)",219.1358642578125,0.0
743,p3rdt1052-p3rdt1054x,"(-121.7935873997148, 37.80825745848177)",648.5875854492188,9.0
744,p3rdt1057-p3rdt1062x,"(-121.78956642465504, 37.80707052368014)",610.306640625,8.0
745,p3rdt1062,"(-121.78801011112785, 37.80735175936659)",614.6688232421875,11.0
746,p3rdt1064,"(-121.7862097689654, 37.80577021644402)",598.4854736328125,8.0
747,p3rdt1059,"(-121.78532366058317, 37.80630688244144)",586.5142211914062,8.0
748,p3rdt167,"(-121.79342175518444, 37.720601677306725)",164.83831787109375,0.0
749,p3rdt165,"(-121.79300000747928, 37.72071448795205)",165.16871643066406,0.0
750,p3rdt33,"(-121.79597653909794, 37.720316121702766)",165.80979919433594,0.0
751,p3rdt956-p3rdt960x_b2_1,"(-121.77761904253906, 37.774938956990916)",284.2013854980469,6.0
752,p3rdt1077_b2_1,"(-121.78255268259029, 37.802965498312126)",567.0332641601562,28.0
753,p3rdt494,"(-121.78076090801842, 37.806693410702046)",459.14447021484375,23.0
754,p3rdt171_b2_1,"(-121.75153963687383, 37.76333651591565)",252.87681579589844,0.0
755,p3rdt107_b2_1,"(-121.77154328024649, 37.75238896738636)",189.74716186523438,0.0
756,p3rdt967_b2_1,"(-121.78310321082598, 37.772174740979665)",255.4751739501953,0.0
757,p3rdt1074-p3rdt959x_b2_1,"(-121.7785359759199, 37.77786859013225)",323.3876647949219,3.0
758,p3rdt988_b2_1,"(-121.77620589425248, 37.782828444072585)",380.95880126953125,0.0
759,p3rdt1001-p3rdt988x_b2_1,"(-121.7711866520852, 37.785570139047444)",405.1180419921875,4.0
760,p3rdt1001-p3rdt313x_b2_1,"(-121.7768601704254, 37.79480411433168)",524.4246215820312,2.0
761,p3rdt1084-p3rdt313x_b2_1,"(-121.7833975858999, 37.801315892236076)",597.7943725585938,5.0
762,p3rdt1052-p3rhs0_1247x_b2_1,"(-121.834210716406, 37.83118462498073)",415.5221862792969,20.0
763,p3rdt347_b2_1,"(-121.78787603997675, 37.79208798801452)",456.90777587890625,0.0
764,p3rdt540,"(-121.79519384801588, 37.788896558221396)",407.9621887207031,8.0
765,p3rdt314_b2_1,"(-121.7832042245822, 37.7937161887141)",524.3048095703125,3.0
766,p3rdt313_b2_1,"(-121.77916041342851, 37.7964744496626)",537.2822875976562,5.0
