EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
856179,EAST BAY INTERIOR VALLEYS (ZONE), ,10/28/2019,1017,Strong Wind,35.00, ,0,0,0,0,CA,PST-8,EG,142493,Z,510,MTR,0,0,Broadcast Media, , , , , , , , ,10/28/2019,1022, , , , ,"Fence blown down.","A series of offshore wind events plagued much of California towards the end of October. Cut off lows (also known as insider sliders) moved into the Great Basin as an upper ridge sat over the eastern Pacific. Strong surface high pressure also building over the Great Basin and a trough along the California coast provided the set up for one of the strongest dry offshore winds over the greater Bay Area since the 2017 North Bay Fires. Winds remained elevated for at least 24 hours with gusts in the hills 60 to 80 mph. A peak gust of 102 mph was recorded near the Kincade Fire. These winds promoted rapid growth of the Kincade Fire and along with very dry conditions allowed for multiple new wildfires to spark in the greater Bay Area. A large amount of the community in Sonoma County was evacuated downwind of the Kincade Fire in response. Prior to the event PG&E shut off power to over 2 million people across the state of California.",229
860259,EAST BAY INTERIOR VALLEYS (ZONE), ,11/16/2019,25,Dense Fog, , ,0,0,0,0,CA,PST-8, ,143388,Z,510,MTR,0,0,ASOS, , , , , , , , ,11/16/2019,845, , , , ,"Livermore Airport ASOS recorded reduced visibilities down to 1/4 mile or less due to dense fog.","In the aftermath of a weak weather system, residual low level moisture caused dense fog to develop around San Francisco and the surrounding areas.",230
860254,SAN FRANCISCO BAY SHORELINE (ZONE), ,11/16/2019,230,Dense Fog, , ,0,0,0,0,CA,PST-8, ,143388,Z,508,MTR,0,0,ASOS, , , , , , , , ,11/16/2019,1020, , , , ,"San Francisco Airport ASOS recorded reduced visibilities to 1/4 mile or less due to dense fog.","In the aftermath of a weak weather system, residual low level moisture caused dense fog to develop around San Francisco and the surrounding areas.",231
860261,EAST BAY INTERIOR VALLEYS (ZONE), ,11/16/2019,512,Dense Fog, , ,0,0,0,0,CA,PST-8, ,143388,Z,510,MTR,0,0,ASOS, , , , , , , , ,11/16/2019,545, , , , ,"Concord Airport ASOS recorded reduced visibilities of 1/4 mile due to dense fog.","In the aftermath of a weak weather system, residual low level moisture caused dense fog to develop around San Francisco and the surrounding areas.",232
860255,SAN FRANCISCO BAY SHORELINE (ZONE), ,11/16/2019,515,Dense Fog, , ,0,0,0,0,CA,PST-8, ,143388,Z,508,MTR,0,0,ASOS, , , , , , , , ,11/16/2019,835, , , , ,"Oakland Airport ASOS recorded reduced visibilities due to dense fog. The majority of the time period saw visibility down to 1/4 mile.","In the aftermath of a weak weather system, residual low level moisture caused dense fog to develop around San Francisco and the surrounding areas.",233
860262,EAST BAY INTERIOR VALLEYS (ZONE), ,11/16/2019,700,Dense Fog, , ,0,0,0,0,CA,PST-8, ,143388,Z,510,MTR,0,0,ASOS, , , , , , , , ,11/16/2019,800, , , , ,"Concord Airport ASOS recorded reduced visibilities of 1/4 mile due to dense fog.","In the aftermath of a weak weather system, residual low level moisture caused dense fog to develop around San Francisco and the surrounding areas.",234
860173,EAST BAY INTERIOR VALLEYS (ZONE), ,11/26/2019,1903,Strong Wind,39.00, ,0,0,0,0,CA,PST-8,EG,143377,Z,510,MTR,0,0,Public, , , , , , , , ,11/26/2019,1908, , , , ,"Tree down on roadway off ramp near Richmond.","A rapidly intensifying and ultimately record setting low pressure system moved into northern California and the Pacific Northwest in late November. A strong cold front associated with this system swept through the Bay Area bringing heavy rain, roadway flooding, strong winds, low elevation snow, small hail, and large waves to the region. This low set a record for the lowest sea-level pressure ever recorded in the state of California near Crescent City of 973.4 mb. Numerous webcams picked up snow on our area peaks down to 2000 feet in elevation.",235
860174,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,11/26/2019,1912,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,143377,Z,511,MTR,0,0,Mesonet, , , , , , , , ,11/26/2019,1917, , , , ,"Mesonet station in Altamont.","A rapidly intensifying and ultimately record setting low pressure system moved into northern California and the Pacific Northwest in late November. A strong cold front associated with this system swept through the Bay Area bringing heavy rain, roadway flooding, strong winds, low elevation snow, small hail, and large waves to the region. This low set a record for the lowest sea-level pressure ever recorded in the state of California near Crescent City of 973.4 mb. Numerous webcams picked up snow on our area peaks down to 2000 feet in elevation.",236
860176,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,11/26/2019,1918,High Wind,53.00, ,0,0,0,0,CA,PST-8,MG,143377,Z,511,MTR,0,0,Mesonet, , , , , , , , ,11/26/2019,1923, , , , ,"Mesonet station on Calaveras Rd.","A rapidly intensifying and ultimately record setting low pressure system moved into northern California and the Pacific Northwest in late November. A strong cold front associated with this system swept through the Bay Area bringing heavy rain, roadway flooding, strong winds, low elevation snow, small hail, and large waves to the region. This low set a record for the lowest sea-level pressure ever recorded in the state of California near Crescent City of 973.4 mb. Numerous webcams picked up snow on our area peaks down to 2000 feet in elevation.",237
860178,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,11/26/2019,1928,Strong Wind,48.00, ,0,0,0,0,CA,PST-8,MG,143377,Z,511,MTR,0,0,Mesonet, , , , , , , , ,11/26/2019,1933, , , , ,"Mesonet station Black Diamond.","A rapidly intensifying and ultimately record setting low pressure system moved into northern California and the Pacific Northwest in late November. A strong cold front associated with this system swept through the Bay Area bringing heavy rain, roadway flooding, strong winds, low elevation snow, small hail, and large waves to the region. This low set a record for the lowest sea-level pressure ever recorded in the state of California near Crescent City of 973.4 mb. Numerous webcams picked up snow on our area peaks down to 2000 feet in elevation.",238
860179,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,11/26/2019,1928,High Wind,61.00, ,0,0,0,0,CA,PST-8,MG,143377,Z,511,MTR,0,0,Mesonet, , , , , , , , ,11/26/2019,1933, , , , ,"Mesonet station at Las Trampas.","A rapidly intensifying and ultimately record setting low pressure system moved into northern California and the Pacific Northwest in late November. A strong cold front associated with this system swept through the Bay Area bringing heavy rain, roadway flooding, strong winds, low elevation snow, small hail, and large waves to the region. This low set a record for the lowest sea-level pressure ever recorded in the state of California near Crescent City of 973.4 mb. Numerous webcams picked up snow on our area peaks down to 2000 feet in elevation.",239
860183,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,11/26/2019,1957,Strong Wind,45.00, ,0,0,0,0,CA,PST-8,EG,143377,Z,511,MTR,0,0,Law Enforcement, , , , , , , , ,11/26/2019,2002, , , , ,"Tree down 7 miles ENE of Fremont.","A rapidly intensifying and ultimately record setting low pressure system moved into northern California and the Pacific Northwest in late November. A strong cold front associated with this system swept through the Bay Area bringing heavy rain, roadway flooding, strong winds, low elevation snow, small hail, and large waves to the region. This low set a record for the lowest sea-level pressure ever recorded in the state of California near Crescent City of 973.4 mb. Numerous webcams picked up snow on our area peaks down to 2000 feet in elevation.",240
860193,SAN FRANCISCO BAY SHORELINE (ZONE), ,11/26/2019,2011,Strong Wind,45.00, ,0,0,0,0,CA,PST-8,EG,143377,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,11/26/2019,2330, , , , ,"Thousands of residents around the Bay Area lost power as a storm moved through the region https://www.kron4.com/news/bay-area/thousands-without-power-across-bay-area-amid-storm-conditions/. Timing is estimated.","A rapidly intensifying and ultimately record setting low pressure system moved into northern California and the Pacific Northwest in late November. A strong cold front associated with this system swept through the Bay Area bringing heavy rain, roadway flooding, strong winds, low elevation snow, small hail, and large waves to the region. This low set a record for the lowest sea-level pressure ever recorded in the state of California near Crescent City of 973.4 mb. Numerous webcams picked up snow on our area peaks down to 2000 feet in elevation.",241
860192,ALAMEDA CO.,MILLS COLLEGE,11/26/2019,2011,Flood, , ,0,0,0,0,CA,PST-8, ,143377,C,1,MTR,0,0,Broadcast Media,Heavy Rain, , ,1,NNE,1,NNE,MILLS COLLEGE,11/26/2019,2041,37.7869,-122.1953,37.7867,-122.1954,"Severe flooding reported on westbound I-80 at High Street in Oakland https://www.kron4.com/news/bay-area/thousands-without-power-across-bay-area-amid-storm-conditions/.","A rapidly intensifying and ultimately record setting low pressure system moved into northern California and the Pacific Northwest in late November. A strong cold front associated with this system swept through the Bay Area bringing heavy rain, roadway flooding, strong winds, low elevation snow, small hail, and large waves to the region. This low set a record for the lowest sea-level pressure ever recorded in the state of California near Crescent City of 973.4 mb. Numerous webcams picked up snow on our area peaks down to 2000 feet in elevation.",242
860189,ALAMEDA CO.,OAKLAND,11/26/2019,2300,Hail,0.25, ,0,0,0,0,CA,PST-8, ,143377,C,1,MTR,0,0,Public, , , ,1,WSW,1,WSW,OAKLAND,11/26/2019,2305,37.7745,-122.2369,37.7745,-122.2369,"Public reporting pea-sized hail in Alameda. Reported via twitter.","A rapidly intensifying and ultimately record setting low pressure system moved into northern California and the Pacific Northwest in late November. A strong cold front associated with this system swept through the Bay Area bringing heavy rain, roadway flooding, strong winds, low elevation snow, small hail, and large waves to the region. This low set a record for the lowest sea-level pressure ever recorded in the state of California near Crescent City of 973.4 mb. Numerous webcams picked up snow on our area peaks down to 2000 feet in elevation.",243
860334,ALAMEDA CO.,ALAMEDA,11/30/2019,1202,Flood, , ,0,0,0,0,CA,PST-8, ,143390,C,1,MTR,0,0,Public,Heavy Rain, , ,2,N,2,N,ALAMEDA,11/30/2019,1232,37.7965,-122.2686,37.7964,-122.2686,"Roadway flooding on WB Hwy 980 on Jackson St off ramp.","A low pressure system moving in from the Gulf of Alaska and drawing in moisture from the tropics combined to bring the first atmospheric river event of the winter season to the Greater Bay Area. This system brought widespread heavy rainfall, roadway flooding, and strong winds to the region. Rare Storm Warnings were issued over the coastal waters where buoys reported wind gusts in excess of 50 mph. Bay Area peaks recorded wind gusts between 60 to 70 mph with gusts along the Monterey Peninsula and Big Sur Coast at 50 to 60 mph. These winds caused downed trees and power outages across the area.",244
860356,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,11/30/2019,2118,Strong Wind,49.00, ,0,0,0,0,CA,PST-8,MG,143390,Z,511,MTR,0,0,RAWS, , , , , , , , ,11/30/2019,2318, , , , ,"Calaveras Road RAWS station recorded gusts between 46 and 56 mph.","A low pressure system moving in from the Gulf of Alaska and drawing in moisture from the tropics combined to bring the first atmospheric river event of the winter season to the Greater Bay Area. This system brought widespread heavy rainfall, roadway flooding, and strong winds to the region. Rare Storm Warnings were issued over the coastal waters where buoys reported wind gusts in excess of 50 mph. Bay Area peaks recorded wind gusts between 60 to 70 mph with gusts along the Monterey Peninsula and Big Sur Coast at 50 to 60 mph. These winds caused downed trees and power outages across the area.",245
864637,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,12/01/2019,1528,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,143406,Z,511,MTR,0,0,RAWS, , , , , , , , ,12/01/2019,1628, , , , ,"Las Trampas.","A low pressure system moving in from the Gulf of Alaska and drawing in moisture from the tropics combined to bring the first atmospheric river event of the winter season to the Greater Bay Area. This system brought widespread heavy rainfall, roadway flooding, and strong winds to the region. Rare Storm Warnings were issued over the coastal waters where buoys reported wind gusts in excess of 50 mph. Bay Area peaks recorded wind gusts between 60 to 70 mph with gusts along the Monterey Peninsula and Big Sur Coast at 50 to 60 mph. These winds caused downed trees and power outages across the area. Additionally, convection associated wit the main low caused severe flooding in the city of Chualar where homes were flooded. and cars were stranded on a flooded highway.",246
864644,ALAMEDA CO.,ALAMEDA,12/05/2019,2152,Flood, , ,0,0,0,0,CA,PST-8, ,143406,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,NNW,2,NNW,ALAMEDA,12/05/2019,2222,37.8022,-122.283,37.8021,-122.2829,"Hwy 880 just south of Market St off ramp, lanes 3 and 4 flooded.","A low pressure system moving in from the Gulf of Alaska and drawing in moisture from the tropics combined to bring the first atmospheric river event of the winter season to the Greater Bay Area. This system brought widespread heavy rainfall, roadway flooding, and strong winds to the region. Rare Storm Warnings were issued over the coastal waters where buoys reported wind gusts in excess of 50 mph. Bay Area peaks recorded wind gusts between 60 to 70 mph with gusts along the Monterey Peninsula and Big Sur Coast at 50 to 60 mph. These winds caused downed trees and power outages across the area. Additionally, convection associated wit the main low caused severe flooding in the city of Chualar where homes were flooded. and cars were stranded on a flooded highway.",247
864867,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,12/06/2019,2318,Strong Wind,42.00, ,0,0,0,0,CA,PST-8,MG,144048,Z,511,MTR,0,0,RAWS, , , , , , , , ,12/07/2019,118, , , , ,"Calaveras Road RAWS station reported gusts between 45 and 48 mph.","A cold front swept through the region on the 7th bringing gusty southerly winds, heavy rain, and flooding. Winds brought down trees and power lines across the greater Bay Area resulting in injuries to two people in San Francisco. Downed power lines also left over 1,000 people without power in the Santa Cruz Mountains as well as causing several additional power outages across San Francisco. A line of strong showers moved over San Francisco bringing urbanized flooding to the city and strong winds. Roads as well as  municipal stations were underwater.",248
864647,ALAMEDA CO.,PIEDMONT,12/07/2019,1415,Flood, , ,0,0,0,0,CA,PST-8, ,144048,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,1,W,1,W,PIEDMONT,12/07/2019,1445,37.8193,-122.255,37.8192,-122.2552,"Flooding on 580 eastbound near Harrison St off ramp.","A cold front swept through the region on the 7th bringing gusty southerly winds, heavy rain, and flooding. Winds brought down trees and power lines across the greater Bay Area resulting in injuries to two people in San Francisco. Downed power lines also left over 1,000 people without power in the Santa Cruz Mountains as well as causing several additional power outages across San Francisco. A line of strong showers moved over San Francisco bringing urbanized flooding to the city and strong winds. Roads as well as  municipal stations were underwater.",249
864648,ALAMEDA CO.,EMERYVILLE,12/07/2019,1418,Flood, , ,0,0,0,0,CA,PST-8, ,144048,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,SSE,2,SSE,EMERYVILLE,12/07/2019,1448,37.82,-122.27,37.8206,-122.2689,"Widespread flooding across Oakland. CHP reports flooding across portions of several interstates including 580, 880, 980, and 80. Flooding ranges from 6 inches to 2-3 feet deep.","A cold front swept through the region on the 7th bringing gusty southerly winds, heavy rain, and flooding. Winds brought down trees and power lines across the greater Bay Area resulting in injuries to two people in San Francisco. Downed power lines also left over 1,000 people without power in the Santa Cruz Mountains as well as causing several additional power outages across San Francisco. A line of strong showers moved over San Francisco bringing urbanized flooding to the city and strong winds. Roads as well as  municipal stations were underwater.",250
864655,ALAMEDA CO.,EMERYVILLE,12/07/2019,1540,Flood, , ,0,0,0,0,CA,PST-8, ,144048,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,1,W,1,W,EMERYVILLE,12/07/2019,1610,37.8485,-122.2955,37.8492,-122.2957,"I-80 Asby off ramp and on ramp are closed due to flooding, vehicles stalled in 1 1/2 to 2 feet of water.","A cold front swept through the region on the 7th bringing gusty southerly winds, heavy rain, and flooding. Winds brought down trees and power lines across the greater Bay Area resulting in injuries to two people in San Francisco. Downed power lines also left over 1,000 people without power in the Santa Cruz Mountains as well as causing several additional power outages across San Francisco. A line of strong showers moved over San Francisco bringing urbanized flooding to the city and strong winds. Roads as well as  municipal stations were underwater.",251
864659,ALAMEDA CO.,CASTRO VLY,12/07/2019,1650,Flood, , ,0,0,0,0,CA,PST-8, ,144048,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,1,S,1,S,CASTRO VLY,12/07/2019,1720,37.6907,-122.0702,37.6907,-122.0698,"Roadway flooding reported in lane 4 of 580 eastbound.","A cold front swept through the region on the 7th bringing gusty southerly winds, heavy rain, and flooding. Winds brought down trees and power lines across the greater Bay Area resulting in injuries to two people in San Francisco. Downed power lines also left over 1,000 people without power in the Santa Cruz Mountains as well as causing several additional power outages across San Francisco. A line of strong showers moved over San Francisco bringing urbanized flooding to the city and strong winds. Roads as well as  municipal stations were underwater.",252
864666,SAN FRANCISCO BAY SHORELINE (ZONE), ,12/07/2019,2230,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,EG,144048,Z,508,MTR,0,0,Fire Department/Rescue, , , , , , , , ,12/07/2019,2240, , , , ,"Both directions of San Carlos Ave at Cordilleras Ave in San Carlos closed due to large fallen tree across roadway.","A cold front swept through the region on the 7th bringing gusty southerly winds, heavy rain, and flooding. Winds brought down trees and power lines across the greater Bay Area resulting in injuries to two people in San Francisco. Downed power lines also left over 1,000 people without power in the Santa Cruz Mountains as well as causing several additional power outages across San Francisco. A line of strong showers moved over San Francisco bringing urbanized flooding to the city and strong winds. Roads as well as  municipal stations were underwater.",253
864881,SAN FRANCISCO BAY SHORELINE (ZONE), ,12/08/2019,2350,Dense Fog, , ,0,0,0,0,CA,PST-8, ,144093,Z,508,MTR,0,0,ASOS, , , , , , , , ,12/09/2019,853, , , , ,"Oakland Airport ASOS recorded visibility down to a quarter mile or less during the majority of this time period.","Residual low-level moisture from recent rainfall in combination with longer December nights and a stable airmass allowed for the formation of dense fog across the North and East Bay Valleys  as well as along the San Francisco Bay shoreline. Multiple airports recorded visibility down to a quarter of a mile or less.",254
864883,EAST BAY INTERIOR VALLEYS (ZONE), ,12/09/2019,123,Dense Fog, , ,0,0,0,0,CA,PST-8, ,144093,Z,510,MTR,0,0,ASOS, , , , , , , , ,12/09/2019,1035, , , , ,"Livermore Airport ASOS recorded visibility down to a quarter mile or less.","Residual low-level moisture from recent rainfall in combination with longer December nights and a stable airmass allowed for the formation of dense fog across the North and East Bay Valleys  as well as along the San Francisco Bay shoreline. Multiple airports recorded visibility down to a quarter of a mile or less.",255
864884,EAST BAY INTERIOR VALLEYS (ZONE), ,12/09/2019,128,Dense Fog, , ,0,0,0,0,CA,PST-8, ,144093,Z,510,MTR,0,0,ASOS, , , , , , , , ,12/09/2019,345, , , , ,"Concord Airport ASOS recorded visibility down to a quarter mile on and off during this time period.","Residual low-level moisture from recent rainfall in combination with longer December nights and a stable airmass allowed for the formation of dense fog across the North and East Bay Valleys  as well as along the San Francisco Bay shoreline. Multiple airports recorded visibility down to a quarter of a mile or less.",256
864880,SAN FRANCISCO BAY SHORELINE (ZONE), ,12/09/2019,349,Dense Fog, , ,0,0,0,0,CA,PST-8, ,144093,Z,508,MTR,0,0,ASOS, , , , , , , , ,12/09/2019,750, , , , ,"San Francisco Airport ASOS recorded visibility down to a quarter of a mile or less.","Residual low-level moisture from recent rainfall in combination with longer December nights and a stable airmass allowed for the formation of dense fog across the North and East Bay Valleys  as well as along the San Francisco Bay shoreline. Multiple airports recorded visibility down to a quarter of a mile or less.",257
864927,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,12/22/2019,618,Strong Wind,43.00, ,0,0,0,0,CA,PST-8,MG,144097,Z,511,MTR,0,0,RAWS, , , , , , , , ,12/22/2019,718, , , , ,"Calavareas Road station.","A cold front moved through the region bringing light to moderate rainfall across the Greater Bay Area along with breezy winds. Periods of heavy rain caused some minor roadway flooding. Area peaks saw wind gusts between 40 and 60 mph with a peak gust of 69 mph.",258
864920,ALAMEDA CO.,MILLS COLLEGE,12/22/2019,708,Flood, , ,0,0,0,0,CA,PST-8, ,144097,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,ENE,2,ENE,MILLS COLLEGE,12/22/2019,738,37.7793,-122.1701,37.779,-122.1701,"Law enforcement reporting all lanes flooded on I-580.","A cold front moved through the region bringing light to moderate rainfall across the Greater Bay Area along with breezy winds. Periods of heavy rain caused some minor roadway flooding. Area peaks saw wind gusts between 40 and 60 mph with a peak gust of 69 mph.",259
867336,ALAMEDA CO.,EMERYVILLE,01/16/2020,904,Flood, , ,0,0,0,0,CA,PST-8, ,144485,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,1,SE,1,SE,EMERYVILLE,01/16/2020,934,37.8357,-122.2669,37.8358,-122.267,"Roadway flooding at SR-24 E and Martin Luther King Jr off ramp.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",260
867342,ALAMEDA CO.,PIEDMONT,01/16/2020,918,Flood, , ,0,0,0,0,CA,PST-8, ,144485,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,W,2,W,PIEDMONT,01/16/2020,948,37.8199,-122.267,37.8197,-122.2671,"Roadway flooding at 3601 Telegraph Ave near Oakland, 1 1/2 feet of water in lanes.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",261
867345,ALAMEDA CO.,OAKLAND,01/16/2020,932,Flood, , ,0,0,0,0,CA,PST-8, ,144485,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,1,NNE,1,NNE,OAKLAND,01/16/2020,1002,37.7967,-122.2096,37.7967,-122.2094,"Roadway flooding at I-580 W and Coolidge Ave off ramp. Number 1 lane flooded from Coolidge to Grand.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",262
867348,ALAMEDA CO.,EMERYVILLE,01/16/2020,945,Flood, , ,0,0,0,0,CA,PST-8, ,144485,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,S,2,S,EMERYVILLE,01/16/2020,1015,37.8282,-122.2818,37.8282,-122.2822,"Roadway flooding at I-580 W and W MacArthur Blvd on ramp. Approx 1 foot of water across on ramp.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",263
867377,ALAMEDA CO.,ELMHURST,01/16/2020,1024,Flood, , ,0,0,0,0,CA,PST-8, ,144485,C,1,MTR,0,0,Public,Heavy Rain, , ,2,N,2,N,ELMHURST,01/16/2020,1054,37.7768,-122.1639,37.7768,-122.164,"Roadway flooding at I-580 W and Edwards Ave on ramp. Lots of water in right lane.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",264
867379,ALAMEDA CO.,OAKLAND,01/16/2020,1040,Flood, , ,0,0,0,0,CA,PST-8, ,144485,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,1,NNE,1,NNE,OAKLAND,01/16/2020,1110,37.7963,-122.2108,37.7964,-122.211,"Roadway flooding at WB-580 and Coolidge, slow lane flooded.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",265
867380,ALAMEDA CO.,EMERYVILLE,01/16/2020,1052,Flood, , ,0,0,0,0,CA,PST-8, ,144485,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,SSE,2,SSE,EMERYVILLE,01/16/2020,1122,37.8245,-122.2667,37.8244,-122.2666,"Roadway flooding at I-580 W and SR-24 E. Lanes totally flooded.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",266
867381,ALAMEDA CO.,EMERYVILLE,01/16/2020,1053,Flood, , ,0,0,0,0,CA,PST-8, ,144485,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,E,2,E,EMERYVILLE,01/16/2020,1123,37.8468,-122.2455,37.8467,-122.2457,"Roadway flooding at SR-24 W and Broadway Ave off ramp, approx 1 1/2 ft deep.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",267
867383,ALAMEDA CO.,ALAMEDA,01/16/2020,1059,Flood, , ,0,0,0,0,CA,PST-8, ,144485,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,N,2,N,ALAMEDA,01/16/2020,1129,37.7977,-122.272,37.7976,-122.2718,"Roadway flooding at I-880 N and Broadway off ramp.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",268
867575,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,01/16/2020,1100,Heavy Snow, , ,0,0,0,0,CA,PST-8, ,144485,Z,511,MTR,0,0,Law Enforcement, , , , , , , , ,01/16/2020,1130, , , , ,"CHP reports heavy snow on SR-130 near the Lick Observatory on Mount Hamilton. Several inches of snow, could end up being 1 foot.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",269
867514,ALAMEDA CO.,OAKLAND,01/16/2020,1127,Flood, , ,0,0,0,0,CA,PST-8, ,144485,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,1,NNE,1,NNE,OAKLAND,01/16/2020,1157,37.7965,-122.2094,37.7967,-122.2094,"Roadway flooding at I-580 W and Coolidge Ave off ramp.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",270
867515,ALAMEDA CO.,BAUMBERG,01/16/2020,1128,Flood, , ,0,0,0,0,CA,PST-8, ,144485,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,0,N,0,N,BAUMBERG,01/16/2020,1158,37.6355,-122.0997,37.6356,-122.0996,"Roadway flooding at SR-92 E and Hesperian Blvd off ramp.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",271
867579,EAST BAY INTERIOR VALLEYS (ZONE), ,01/16/2020,1327,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,EG,144485,Z,510,MTR,0,0,Law Enforcement, , , , , , , , ,01/16/2020,1332, , , , ,"Downed power line partially in roadway.","A potent cold front swept through the region on January 16th bringing widespread rain, gusty winds, low elevation snow, and thunderstorms. This system brought widespread roadway flooding, downed trees, small hail, and snow as low as 2400 ft in elevation. Numerous flights were delayed or canceled at SFO due to the weather.",272
